Age,Gender,Location,Income,Savings,Existing Investments,Life Stage,Existing Policies,Website Activity Score,Past Claims,Recommended Policy Type,Coverage Amount,Premium Term,Interest in Add-on Benefits,Upselling Opportunity,Premium Amount
62,Female,Rural,62000,42000,23000,Empty Nesters,0,47,0,Retirement Plan,90000,5 Years,79,0,15000
43,Male,Suburban,26000,27000,14000,Parents,2,81,1,Health Insurance,90000,Whole Life,47,1,15000
37,Male,Suburban,49000,20000,99000,Partnered,2,95,1,Health Insurance,90000,5 Years,62,0,15000
60,Male,Urban,89000,47000,22000,Parents,0,48,0,Retirement Plan,90000,10 Years,74,1,15000
59,Male,Urban,67000,48000,15000,Married,2,59,1,Retirement Plan,90000,5 Years,87,1,15000
38,Male,Urban,56000,51000,58000,Partnered,0,87,0,Investment Plan,90000,20 Years,78,1,15000
22,Female,Suburban,21000,11000,40000,Single,1,95,1,Life Insurance,90000,20 Years,86,0,15000
41,Female,Suburban,90000,36000,10000,Married,0,95,1,Investment Plan,90000,Whole Life,60,0,15000
26,Male,Rural,66000,39000,1000,Partnered,2,90,0,Investment Plan,90000,5 Years,68,0,15000
26,Male,Suburban,35000,20000,82000,Single,1,95,1,Life Insurance,90000,20 Years,74,1,15000
39,Male,Rural,106000,48000,2000,Married,1,80,1,Investment Plan,90000,10 Years,79,0,15000
56,Male,Rural,73000,20000,1000,Parents,0,50,0,Retirement Plan,90000,5 Years,78,0,15000
28,Male,Rural,22000,22000,48000,Married,1,95,0,Life Insurance,90000,Whole Life,74,0,15000
47,Female,Suburban,50000,22000,59000,Empty Nesters,1,77,0,Health Insurance,90000,Whole Life,80,0,15000
51,Male,Rural,55000,49000,92000,Empty Nesters,2,80,0,Retirement Plan,90000,Whole Life,37,1,15000
44,Female,Suburban,91000,73000,45000,Empty Nesters,1,95,0,Investment Plan,90000,5 Years,68,1,15000
28,Male,Rural,40000,15000,90000,Partnered,1,95,0,Life Insurance,90000,5 Years,74,1,15000
40,Male,Urban,65000,82000,89000,Married,1,90,0,Investment Plan,90000,5 Years,58,0,15000
29,Male,Suburban,16000,11000,70000,Partnered,0,95,1,Life Insurance,90000,Whole Life,64,1,15000
64,Female,Urban,70000,56000,52000,Empty Nesters,0,58,1,Retirement Plan,90000,5 Years,75,0,15000
32,Male,Urban,94000,38000,25000,Single,1,95,1,Investment Plan,90000,5 Years,56,0,15000
33,Female,Urban,38000,13000,38000,Single,2,90,1,Life Insurance,90000,5 Years,81,0,15000
38,Male,Rural,107000,50000,72000,Partnered,0,83,0,Investment Plan,90000,5 Years,66,0,15000
48,Female,Suburban,58000,30000,14000,Parents,1,66,1,Health Insurance,90000,20 Years,85,1,15000
21,Female,Rural,23000,8000,31000,Single,0,95,1,Life Insurance,90000,20 Years,49,1,15000
36,Male,Rural,60000,17000,73000,Married,0,82,0,Health Insurance,90000,5 Years,66,1,15000
23,Female,Urban,29000,20000,80000,Single,1,95,0,Life Insurance,90000,Whole Life,55,1,15000
43,Male,Suburban,72000,56000,11000,Married,1,66,0,Investment Plan,90000,Whole Life,83,1,15000
31,Female,Rural,42000,24000,44000,Partnered,1,95,1,Health Insurance,90000,5 Years,45,1,15000
37,Male,Urban,84000,46000,49000,Married,2,95,1,Investment Plan,90000,Whole Life,57,1,15000
39,Male,Rural,45000,57000,51000,Married,0,84,1,Investment Plan,90000,10 Years,68,1,15000
60,Female,Rural,64000,49000,88000,Empty Nesters,0,43,0,Retirement Plan,90000,Whole Life,70,1,15000
42,Male,Suburban,95000,55000,74000,Married,1,95,1,Investment Plan,90000,20 Years,67,0,15000
31,Female,Rural,36000,6000,11000,Partnered,0,83,1,Life Insurance,90000,Whole Life,69,0,15000
23,Male,Urban,41000,14000,30000,Single,0,95,1,Life Insurance,90000,20 Years,68,1,15000
58,Male,Rural,56000,56000,44000,Married,2,72,1,Retirement Plan,90000,20 Years,83,1,15000
27,Female,Urban,23000,17000,12000,Single,2,95,1,Life Insurance,90000,20 Years,61,0,15000
25,Male,Urban,35000,21000,6000,Single,2,81,0,Life Insurance,90000,10 Years,65,1,15000
33,Male,Suburban,75000,77000,92000,Single,2,70,0,Investment Plan,90000,20 Years,70,0,15000
43,Male,Rural,38000,33000,24000,Empty Nesters,1,82,0,Health Insurance,90000,Whole Life,79,1,15000
22,Male,Suburban,17000,17000,35000,Single,1,95,1,Life Insurance,90000,5 Years,56,1,15000
27,Female,Rural,22000,15000,80000,Single,0,88,1,Life Insurance,90000,Whole Life,49,0,15000
57,Female,Suburban,68000,61000,71000,Parents,0,67,0,Retirement Plan,90000,20 Years,79,1,15000
30,Male,Urban,57000,62000,69000,Married,2,89,1,Investment Plan,90000,10 Years,66,0,15000
37,Female,Rural,49000,23000,21000,Single,2,92,1,Health Insurance,90000,20 Years,45,0,15000
32,Female,Suburban,82000,67000,28000,Married,2,95,0,Investment Plan,90000,10 Years,46,0,15000
30,Male,Rural,57000,30000,28000,Single,1,95,0,Health Insurance,90000,20 Years,57,1,15000
26,Male,Suburban,36000,16000,51000,Married,2,79,0,Life Insurance,90000,20 Years,73,0,15000
65,Male,Urban,58000,40000,86000,Empty Nesters,2,39,1,Retirement Plan,90000,10 Years,95,1,15000
44,Female,Suburban,65000,49000,88000,Empty Nesters,2,49,1,Investment Plan,90000,Whole Life,69,0,15000
58,Male,Urban,53000,40000,92000,Married,1,39,1,Retirement Plan,90000,5 Years,90,0,15000
26,Male,Urban,48000,7000,69000,Single,2,95,0,Life Insurance,90000,Whole Life,65,0,15000
43,Female,Suburban,63000,50000,84000,Parents,1,80,0,Investment Plan,90000,5 Years,60,1,15000
26,Male,Urban,27000,20000,71000,Married,2,91,1,Life Insurance,90000,Whole Life,60,0,15000
35,Female,Suburban,40000,31000,90000,Single,2,94,0,Health Insurance,90000,10 Years,56,0,15000
37,Female,Suburban,84000,65000,3000,Married,1,88,0,Investment Plan,90000,10 Years,67,1,15000
48,Male,Urban,44000,28000,70000,Married,1,87,1,Health Insurance,90000,5 Years,77,1,15000
31,Male,Urban,42000,28000,29000,Married,0,81,0,Health Insurance,90000,20 Years,49,1,15000
30,Male,Suburban,71000,53000,98000,Married,2,95,1,Investment Plan,90000,10 Years,66,0,15000
50,Male,Rural,48000,55000,95000,Parents,2,51,0,Retirement Plan,90000,20 Years,67,0,15000
37,Female,Suburban,37000,19000,62000,Single,1,66,1,Health Insurance,90000,5 Years,67,0,15000
24,Male,Rural,37000,5000,52000,Single,2,95,0,Life Insurance,90000,10 Years,67,0,15000
67,Male,Urban,51000,36000,1000,Empty Nesters,2,21,0,Retirement Plan,90000,20 Years,91,1,15000
33,Male,Urban,76000,37000,76000,Partnered,0,95,0,Investment Plan,90000,Whole Life,74,1,15000
31,Female,Suburban,30000,15000,96000,Married,2,95,1,Life Insurance,90000,5 Years,49,0,15000
35,Male,Suburban,49000,66000,39000,Married,1,80,0,Investment Plan,90000,10 Years,81,1,15000
26,Male,Rural,47000,24000,70000,Partnered,0,95,0,Life Insurance,90000,10 Years,64,1,15000
47,Male,Urban,44000,27000,22000,Parents,1,95,0,Health Insurance,90000,5 Years,73,0,15000
22,Female,Rural,34000,16000,31000,Single,1,95,0,Life Insurance,90000,5 Years,68,1,15000
44,Female,Urban,45000,34000,32000,Parents,1,91,0,Health Insurance,90000,10 Years,46,0,15000
35,Male,Urban,85000,65000,93000,Married,1,95,0,Investment Plan,90000,5 Years,73,0,15000
22,Male,Urban,28000,13000,93000,Single,2,95,1,Life Insurance,90000,Whole Life,47,1,15000
25,Male,Urban,65000,83000,19000,Single,2,95,1,Investment Plan,90000,10 Years,65,1,15000
20,Male,Rural,31000,15000,8000,Single,1,95,0,Life Insurance,90000,5 Years,57,1,15000
52,Male,Urban,50000,61000,16000,Empty Nesters,2,70,0,Retirement Plan,90000,5 Years,78,0,15000
39,Female,Urban,101000,49000,86000,Single,1,93,1,Investment Plan,90000,10 Years,78,0,15000
39,Female,Urban,40000,35000,88000,Partnered,0,73,1,Health Insurance,90000,20 Years,53,1,15000
28,Male,Suburban,84000,36000,3000,Married,0,89,0,Investment Plan,90000,10 Years,47,1,15000
20,Female,Suburban,18000,13000,56000,Single,0,95,0,Life Insurance,90000,Whole Life,71,0,15000
29,Male,Suburban,33000,6000,19000,Single,0,86,0,Life Insurance,90000,5 Years,51,0,15000
34,Female,Urban,36000,29000,22000,Married,2,82,0,Health Insurance,90000,Whole Life,72,0,15000
34,Female,Urban,40000,13000,80000,Married,0,95,0,Health Insurance,90000,5 Years,79,1,15000
30,Male,Suburban,78000,39000,74000,Married,1,94,1,Investment Plan,90000,10 Years,54,0,15000
63,Male,Urban,46000,47000,91000,Empty Nesters,1,57,0,Retirement Plan,90000,20 Years,62,0,15000
66,Female,Suburban,68000,62000,76000,Empty Nesters,1,55,1,Retirement Plan,90000,Whole Life,75,1,15000
25,Female,Urban,37000,16000,2000,Single,0,95,1,Life Insurance,90000,10 Years,46,1,15000
25,Female,Rural,22000,14000,70000,Single,1,95,1,Life Insurance,90000,20 Years,71,0,15000
23,Female,Urban,24000,10000,24000,Single,0,95,0,Life Insurance,90000,10 Years,69,1,15000
31,Male,Rural,27000,25000,55000,Married,0,95,0,Health Insurance,90000,Whole Life,59,1,15000
33,Female,Suburban,22000,17000,86000,Married,0,92,1,Life Insurance,90000,Whole Life,61,0,15000
30,Male,Suburban,35000,23000,26000,Married,0,95,1,Life Insurance,90000,Whole Life,65,0,15000
30,Female,Urban,67000,67000,16000,Single,1,88,0,Investment Plan,90000,10 Years,58,1,15000
41,Female,Rural,38000,28000,8000,Married,0,55,1,Health Insurance,90000,5 Years,69,1,15000
36,Female,Suburban,89000,54000,53000,Married,1,90,0,Investment Plan,90000,Whole Life,60,1,15000
34,Male,Urban,47000,35000,27000,Partnered,2,83,0,Health Insurance,90000,5 Years,42,0,15000
31,Female,Suburban,47000,23000,59000,Partnered,2,84,0,Health Insurance,90000,20 Years,41,1,15000
30,Male,Rural,60000,25000,22000,Married,0,95,1,Health Insurance,90000,10 Years,57,1,15000
61,Male,Rural,48000,35000,95000,Empty Nesters,0,52,1,Retirement Plan,90000,10 Years,95,1,15000
28,Male,Rural,27000,16000,55000,Partnered,0,92,1,Life Insurance,90000,5 Years,52,0,15000
34,Female,Urban,45000,13000,12000,Single,1,95,1,Life Insurance,90000,10 Years,60,1,15000
37,Female,Suburban,123000,51000,85000,Married,2,84,1,Investment Plan,90000,20 Years,74,0,15000
27,Female,Suburban,37000,14000,48000,Single,1,95,1,Life Insurance,90000,Whole Life,65,0,15000
38,Male,Suburban,45000,17000,91000,Partnered,1,55,1,Health Insurance,90000,10 Years,73,0,15000
63,Male,Urban,75000,56000,55000,Empty Nesters,1,62,1,Retirement Plan,90000,10 Years,83,0,15000
32,Female,Rural,51000,35000,32000,Partnered,2,66,0,Health Insurance,90000,20 Years,81,0,15000
57,Female,Suburban,80000,32000,5000,Married,2,41,0,Retirement Plan,90000,10 Years,89,0,15000
65,Male,Urban,45000,42000,77000,Empty Nesters,1,53,1,Retirement Plan,90000,20 Years,75,1,15000
24,Male,Rural,18000,14000,74000,Single,1,93,0,Life Insurance,90000,20 Years,66,0,15000
25,Male,Urban,23000,5000,50000,Single,2,95,0,Life Insurance,90000,10 Years,42,1,15000
40,Male,Urban,42000,29000,86000,Partnered,1,73,1,Health Insurance,90000,5 Years,59,1,15000
67,Male,Rural,72000,58000,43000,Empty Nesters,1,37,0,Retirement Plan,90000,Whole Life,88,1,15000
25,Female,Rural,45000,10000,35000,Single,2,95,1,Life Insurance,90000,10 Years,57,1,15000
24,Male,Suburban,29000,9000,44000,Single,0,95,1,Life Insurance,90000,20 Years,57,0,15000
66,Male,Suburban,78000,29000,49000,Empty Nesters,1,42,0,Retirement Plan,90000,20 Years,95,0,15000
51,Male,Rural,86000,44000,74000,Married,1,79,0,Retirement Plan,90000,20 Years,67,0,15000
40,Female,Suburban,31000,36000,31000,Partnered,2,95,1,Health Insurance,90000,20 Years,70,1,15000
67,Male,Suburban,47000,77000,8000,Empty Nesters,1,10,1,Retirement Plan,90000,Whole Life,95,1,15000
44,Male,Suburban,103000,34000,40000,Married,1,71,0,Investment Plan,90000,Whole Life,60,0,15000
47,Male,Rural,49000,30000,73000,Married,1,75,0,Health Insurance,90000,20 Years,74,0,15000
62,Male,Rural,58000,48000,11000,Empty Nesters,2,61,0,Retirement Plan,90000,20 Years,89,1,15000
30,Female,Suburban,52000,65000,60000,Single,1,74,0,Investment Plan,90000,5 Years,48,1,15000
26,Male,Urban,73000,59000,85000,Married,0,84,0,Investment Plan,90000,20 Years,64,1,15000
25,Female,Rural,28000,14000,15000,Single,0,92,0,Life Insurance,90000,20 Years,61,1,15000
34,Male,Urban,76000,38000,94000,Married,1,65,1,Investment Plan,90000,20 Years,50,0,15000
31,Female,Urban,83000,51000,95000,Partnered,1,73,0,Investment Plan,90000,5 Years,76,1,15000
38,Female,Suburban,68000,43000,64000,Married,1,95,0,Investment Plan,90000,5 Years,76,1,15000
53,Female,Urban,59000,35000,73000,Married,0,85,0,Retirement Plan,90000,Whole Life,87,0,15000
26,Male,Rural,99000,46000,45000,Single,2,89,0,Investment Plan,90000,10 Years,50,1,15000
25,Female,Suburban,63000,39000,82000,Single,2,95,0,Investment Plan,90000,5 Years,59,0,15000
39,Male,Suburban,52000,37000,78000,Partnered,1,67,0,Health Insurance,90000,5 Years,64,0,15000
60,Female,Urban,79000,54000,32000,Married,1,62,1,Retirement Plan,90000,Whole Life,80,0,15000
32,Male,Urban,24000,19000,48000,Single,0,95,0,Life Insurance,90000,20 Years,71,0,15000
21,Female,Rural,38000,15000,75000,Single,0,95,1,Life Insurance,90000,5 Years,46,1,15000
57,Female,Suburban,97000,25000,69000,Parents,1,41,0,Retirement Plan,90000,20 Years,72,1,15000
64,Female,Suburban,58000,38000,0,Empty Nesters,0,43,0,Retirement Plan,90000,Whole Life,92,1,15000
37,Female,Rural,52000,23000,7000,Married,2,82,0,Health Insurance,90000,20 Years,95,0,15000
64,Male,Suburban,67000,42000,94000,Empty Nesters,2,84,0,Retirement Plan,90000,Whole Life,93,1,15000
31,Male,Rural,32000,11000,38000,Married,2,95,0,Life Insurance,90000,10 Years,74,1,15000
40,Female,Suburban,46000,19000,16000,Married,2,95,0,Health Insurance,90000,5 Years,65,1,15000
32,Female,Rural,24000,4000,78000,Partnered,0,95,1,Life Insurance,90000,20 Years,62,1,15000
52,Female,Urban,48000,49000,42000,Parents,1,57,1,Retirement Plan,90000,20 Years,78,0,15000
39,Female,Urban,39000,17000,47000,Partnered,2,95,1,Health Insurance,90000,Whole Life,66,0,15000
67,Male,Suburban,71000,70000,45000,Empty Nesters,0,37,1,Retirement Plan,90000,Whole Life,81,1,15000
20,Female,Urban,28000,5000,99000,Single,2,95,1,Life Insurance,90000,20 Years,74,1,15000
46,Male,Suburban,41000,22000,92000,Parents,2,93,0,Health Insurance,90000,Whole Life,76,0,15000
56,Female,Urban,72000,51000,37000,Married,1,56,0,Retirement Plan,90000,5 Years,89,1,15000
26,Male,Suburban,38000,18000,49000,Single,1,95,0,Life Insurance,90000,10 Years,68,1,15000
30,Female,Suburban,18000,15000,70000,Married,1,83,0,Life Insurance,90000,Whole Life,85,1,15000
49,Male,Rural,58000,24000,56000,Empty Nesters,2,91,0,Health Insurance,90000,5 Years,72,1,15000
69,Male,Suburban,75000,32000,14000,Empty Nesters,2,65,1,Retirement Plan,90000,Whole Life,91,1,15000
57,Female,Rural,71000,58000,25000,Parents,1,73,0,Retirement Plan,90000,Whole Life,84,1,15000
28,Female,Urban,17000,9000,95000,Partnered,0,95,0,Life Insurance,90000,20 Years,66,1,15000
24,Female,Rural,25000,10000,47000,Single,1,91,0,Life Insurance,90000,10 Years,44,0,15000
60,Male,Rural,57000,45000,40000,Parents,2,43,1,Retirement Plan,90000,Whole Life,88,1,15000
36,Male,Rural,83000,59000,87000,Married,2,87,0,Investment Plan,90000,5 Years,59,0,15000
34,Female,Rural,46000,22000,66000,Single,2,95,1,Health Insurance,90000,Whole Life,62,0,15000
31,Male,Rural,20000,10000,50000,Married,0,95,1,Life Insurance,90000,10 Years,74,0,15000
37,Female,Suburban,65000,41000,80000,Married,2,82,0,Investment Plan,90000,Whole Life,42,1,15000
33,Male,Suburban,42000,24000,4000,Partnered,0,95,0,Health Insurance,90000,20 Years,67,0,15000
38,Female,Rural,75000,66000,62000,Partnered,2,77,0,Investment Plan,90000,10 Years,68,0,15000
41,Female,Suburban,90000,65000,99000,Empty Nesters,2,74,0,Investment Plan,90000,10 Years,64,1,15000
52,Female,Urban,74000,32000,12000,Empty Nesters,0,62,0,Retirement Plan,90000,5 Years,61,0,15000
24,Female,Suburban,30000,14000,76000,Single,2,95,0,Life Insurance,90000,20 Years,53,0,15000
34,Male,Rural,32000,20000,19000,Partnered,2,94,0,Life Insurance,90000,5 Years,72,1,15000
43,Male,Suburban,37000,18000,92000,Empty Nesters,1,87,0,Health Insurance,90000,10 Years,70,0,15000
28,Male,Rural,39000,11000,93000,Partnered,2,92,0,Life Insurance,90000,Whole Life,59,0,15000
21,Male,Urban,26000,9000,88000,Single,1,95,0,Life Insurance,90000,20 Years,51,1,15000
60,Female,Urban,58000,27000,49000,Empty Nesters,0,53,0,Retirement Plan,90000,10 Years,69,1,15000
33,Male,Suburban,59000,28000,99000,Single,1,90,1,Health Insurance,90000,20 Years,67,1,15000
67,Male,Urban,61000,46000,23000,Empty Nesters,1,44,1,Retirement Plan,90000,5 Years,91,1,15000
43,Male,Rural,26000,27000,77000,Married,1,84,1,Health Insurance,90000,10 Years,74,1,15000
30,Female,Rural,92000,42000,37000,Married,0,95,1,Investment Plan,90000,20 Years,72,1,15000
32,Male,Suburban,36000,11000,59000,Married,1,95,1,Life Insurance,90000,20 Years,56,0,15000
35,Male,Suburban,48000,28000,4000,Married,0,95,0,Health Insurance,90000,Whole Life,86,0,15000
30,Female,Suburban,33000,8000,98000,Married,2,88,1,Life Insurance,90000,Whole Life,66,1,15000
21,Male,Urban,26000,19000,62000,Single,2,95,0,Life Insurance,90000,10 Years,86,1,15000
41,Female,Urban,41000,12000,96000,Parents,1,84,0,Health Insurance,90000,Whole Life,76,0,15000
40,Female,Suburban,99000,52000,21000,Partnered,2,91,0,Investment Plan,90000,20 Years,59,1,15000
32,Male,Rural,37000,38000,94000,Single,1,95,0,Health Insurance,90000,5 Years,56,0,15000
24,Male,Suburban,23000,14000,55000,Single,1,93,0,Life Insurance,90000,20 Years,47,0,15000
29,Female,Urban,33000,11000,30000,Single,0,95,0,Life Insurance,90000,20 Years,81,0,15000
44,Male,Rural,65000,83000,60000,Empty Nesters,1,72,0,Investment Plan,90000,20 Years,52,1,15000
44,Female,Suburban,79000,57000,52000,Empty Nesters,1,95,0,Investment Plan,90000,20 Years,64,1,15000
52,Male,Suburban,46000,57000,80000,Married,2,53,0,Retirement Plan,90000,Whole Life,70,0,15000
20,Female,Urban,31000,10000,28000,Single,0,95,0,Life Insurance,90000,20 Years,45,0,15000
42,Female,Suburban,68000,55000,38000,Parents,1,80,1,Investment Plan,90000,Whole Life,76,0,15000
57,Male,Urban,75000,37000,55000,Married,1,62,1,Retirement Plan,90000,20 Years,75,0,15000
63,Female,Suburban,58000,30000,14000,Empty Nesters,2,34,1,Retirement Plan,90000,20 Years,67,0,15000
40,Female,Rural,82000,49000,11000,Partnered,1,69,0,Investment Plan,90000,20 Years,59,1,15000
27,Male,Rural,78000,64000,78000,Partnered,1,95,1,Investment Plan,90000,20 Years,62,0,15000
37,Female,Urban,52000,24000,17000,Married,2,67,0,Health Insurance,90000,5 Years,95,0,15000
30,Male,Urban,80000,27000,89000,Partnered,2,95,0,Investment Plan,90000,5 Years,84,1,15000
48,Female,Urban,43000,28000,4000,Parents,2,58,1,Health Insurance,90000,Whole Life,70,1,15000
23,Male,Suburban,27000,8000,80000,Single,0,95,1,Life Insurance,90000,10 Years,63,0,15000
34,Female,Suburban,62000,71000,60000,Single,2,95,1,Investment Plan,90000,5 Years,64,0,15000
23,Female,Urban,23000,9000,96000,Single,1,95,1,Life Insurance,90000,20 Years,69,1,15000
46,Female,Urban,63000,30000,12000,Parents,2,95,1,Health Insurance,90000,Whole Life,85,0,15000
31,Female,Rural,37000,50000,15000,Single,0,95,0,Investment Plan,90000,Whole Life,75,0,15000
43,Male,Rural,44000,25000,9000,Married,1,47,0,Health Insurance,90000,Whole Life,72,0,15000
39,Female,Rural,93000,87000,36000,Single,1,79,0,Investment Plan,90000,20 Years,67,0,15000
23,Female,Urban,45000,10000,13000,Single,1,95,0,Life Insurance,90000,Whole Life,67,0,15000
63,Male,Rural,68000,25000,66000,Empty Nesters,2,59,0,Retirement Plan,90000,20 Years,74,1,15000
26,Female,Urban,39000,18000,25000,Married,0,95,0,Life Insurance,90000,20 Years,65,1,15000
65,Male,Urban,65000,66000,87000,Empty Nesters,2,60,1,Retirement Plan,90000,5 Years,83,0,15000
35,Male,Suburban,85000,59000,11000,Partnered,1,95,0,Investment Plan,90000,10 Years,84,0,15000
36,Female,Urban,29000,39000,16000,Single,1,69,0,Health Insurance,90000,Whole Life,58,0,15000
24,Male,Urban,41000,12000,19000,Single,0,95,1,Life Insurance,90000,5 Years,60,0,15000
28,Female,Urban,24000,10000,52000,Partnered,2,95,1,Life Insurance,90000,20 Years,54,1,15000
21,Male,Suburban,39000,18000,38000,Single,2,95,1,Life Insurance,90000,20 Years,66,1,15000
27,Male,Suburban,75000,62000,65000,Single,0,95,0,Investment Plan,90000,Whole Life,92,1,15000
35,Female,Urban,28000,38000,60000,Married,0,87,0,Health Insurance,90000,20 Years,63,1,15000
21,Female,Suburban,34000,9000,33000,Single,2,95,1,Life Insurance,90000,10 Years,64,1,15000
25,Male,Urban,59000,52000,21000,Single,0,95,1,Investment Plan,90000,20 Years,39,0,15000
27,Male,Suburban,65000,53000,70000,Partnered,0,95,1,Investment Plan,90000,10 Years,62,0,15000
40,Male,Rural,50000,44000,7000,Partnered,0,95,0,Investment Plan,90000,20 Years,81,1,15000
51,Male,Suburban,32000,41000,31000,Empty Nesters,2,66,1,Retirement Plan,90000,5 Years,83,0,15000
52,Female,Suburban,73000,39000,58000,Empty Nesters,0,65,1,Retirement Plan,90000,10 Years,77,1,15000
36,Male,Rural,46000,35000,61000,Married,0,95,1,Health Insurance,90000,10 Years,80,0,15000
34,Female,Rural,85000,85000,64000,Married,1,95,0,Investment Plan,90000,5 Years,79,0,15000
38,Female,Urban,114000,72000,55000,Partnered,1,95,1,Investment Plan,90000,20 Years,59,1,15000
26,Male,Rural,24000,15000,14000,Single,1,95,1,Life Insurance,90000,10 Years,62,0,15000
50,Male,Rural,81000,30000,65000,Parents,1,95,1,Retirement Plan,90000,5 Years,95,1,15000
22,Male,Suburban,22000,19000,65000,Single,0,95,0,Life Insurance,90000,20 Years,62,1,15000
63,Female,Rural,44000,42000,74000,Empty Nesters,2,46,0,Retirement Plan,90000,10 Years,67,0,15000
25,Female,Suburban,33000,14000,89000,Single,2,95,0,Life Insurance,90000,Whole Life,53,0,15000
31,Male,Rural,58000,42000,80000,Single,0,77,1,Investment Plan,90000,20 Years,56,0,15000
22,Female,Urban,25000,15000,18000,Single,0,95,1,Life Insurance,90000,5 Years,33,0,15000
22,Male,Suburban,21000,17000,18000,Single,0,95,1,Life Insurance,90000,10 Years,64,0,15000
52,Female,Rural,70000,40000,65000,Parents,2,58,0,Retirement Plan,90000,20 Years,64,1,15000
44,Female,Urban,41000,23000,64000,Empty Nesters,2,82,1,Health Insurance,90000,5 Years,64,1,15000
42,Female,Rural,50000,34000,35000,Empty Nesters,0,82,1,Health Insurance,90000,20 Years,70,1,15000
33,Female,Urban,34000,17000,92000,Partnered,1,94,0,Life Insurance,90000,10 Years,67,0,15000
31,Male,Suburban,52000,28000,94000,Single,0,94,0,Health Insurance,90000,20 Years,69,0,15000
38,Male,Rural,52000,26000,66000,Married,2,84,0,Health Insurance,90000,10 Years,48,0,15000
45,Female,Urban,48000,41000,22000,Parents,0,81,0,Health Insurance,90000,5 Years,62,0,15000
33,Male,Suburban,37000,20000,20000,Partnered,2,95,1,Health Insurance,90000,20 Years,65,1,15000
25,Male,Urban,34000,20000,9000,Single,1,92,1,Life Insurance,90000,20 Years,49,1,15000
36,Female,Rural,43000,20000,65000,Married,0,88,1,Health Insurance,90000,20 Years,59,0,15000
21,Female,Suburban,28000,10000,86000,Single,2,95,1,Life Insurance,90000,20 Years,56,0,15000
30,Female,Suburban,77000,63000,99000,Single,1,78,0,Investment Plan,90000,20 Years,65,1,15000
45,Female,Urban,55000,21000,93000,Married,0,74,1,Health Insurance,90000,Whole Life,76,0,15000
40,Male,Urban,73000,38000,40000,Married,1,93,0,Investment Plan,90000,20 Years,59,1,15000
40,Male,Rural,90000,39000,78000,Married,0,95,0,Investment Plan,90000,5 Years,65,0,15000
30,Male,Rural,48000,64000,36000,Married,0,75,1,Investment Plan,90000,20 Years,62,1,15000
64,Female,Urban,78000,56000,42000,Empty Nesters,1,59,0,Retirement Plan,90000,20 Years,72,0,15000
43,Female,Rural,47000,25000,76000,Married,0,90,0,Health Insurance,90000,5 Years,68,0,15000
36,Male,Urban,51000,33000,62000,Married,0,95,1,Health Insurance,90000,20 Years,62,0,15000
32,Female,Suburban,47000,13000,16000,Married,2,95,1,Health Insurance,90000,Whole Life,87,0,15000
44,Male,Rural,57000,54000,65000,Parents,1,75,0,Investment Plan,90000,10 Years,70,0,15000
40,Female,Urban,57000,24000,50000,Single,1,91,1,Health Insurance,90000,10 Years,70,0,15000
42,Female,Suburban,62000,51000,17000,Parents,0,84,0,Investment Plan,90000,10 Years,77,0,15000
32,Female,Suburban,39000,17000,68000,Single,2,95,1,Health Insurance,90000,10 Years,67,1,15000
24,Female,Urban,30000,10000,63000,Single,1,87,0,Life Insurance,90000,10 Years,65,0,15000
29,Female,Rural,57000,46000,52000,Single,1,83,1,Investment Plan,90000,20 Years,56,1,15000
21,Male,Suburban,34000,8000,90000,Single,0,95,0,Life Insurance,90000,10 Years,76,1,15000
20,Male,Rural,28000,7000,88000,Single,1,95,1,Life Insurance,90000,10 Years,69,0,15000
33,Female,Suburban,17000,13000,80000,Single,2,95,1,Life Insurance,90000,5 Years,69,1,15000
22,Male,Rural,21000,17000,26000,Single,0,82,1,Life Insurance,90000,5 Years,43,0,15000
35,Female,Rural,64000,26000,47000,Single,0,95,0,Health Insurance,90000,20 Years,66,1,15000
36,Female,Rural,32000,18000,14000,Single,1,95,1,Health Insurance,90000,5 Years,80,1,15000
48,Male,Rural,55000,28000,57000,Parents,2,59,1,Health Insurance,90000,10 Years,77,0,15000
46,Female,Rural,50000,28000,94000,Married,2,77,1,Health Insurance,90000,Whole Life,78,0,15000
28,Female,Suburban,34000,17000,22000,Single,1,95,1,Life Insurance,90000,5 Years,41,1,15000
58,Male,Rural,70000,32000,63000,Empty Nesters,1,61,0,Retirement Plan,90000,Whole Life,81,0,15000
35,Female,Rural,27000,27000,43000,Single,2,84,1,Health Insurance,90000,10 Years,79,1,15000
32,Male,Urban,51000,30000,81000,Married,1,92,0,Health Insurance,90000,5 Years,61,1,15000
27,Male,Rural,49000,68000,65000,Partnered,2,95,1,Investment Plan,90000,Whole Life,42,0,15000
35,Male,Rural,73000,60000,16000,Married,2,80,1,Investment Plan,90000,5 Years,95,0,15000
50,Female,Rural,85000,52000,17000,Parents,1,65,1,Retirement Plan,90000,20 Years,86,1,15000
38,Male,Rural,52000,42000,54000,Partnered,0,95,1,Health Insurance,90000,10 Years,48,1,15000
32,Male,Urban,94000,57000,63000,Single,0,95,1,Investment Plan,90000,10 Years,57,0,15000
60,Female,Suburban,90000,55000,4000,Parents,1,41,1,Retirement Plan,90000,10 Years,76,1,15000
